iteration; levels; best; avg; dev
0; 1; 40; 0; 0
1; 1; 40; 40; 0
2; 2; 40; 43; 3
3; 3; 39; 41.5; 3
4; 4; 38; 40.5; 2.16667
5; 5; 38; 39.7083; 1.53452
6; 6; 37; 39.3167; 1.08779
7; 7; 37; 38.7694; 0.982034
8; 7; 37; 38.5214; 0.82129
9; 7; 37; 38.5527; 0.811066
10; 8; 37; 38.5143; 0.80957
11; 9; 37; 38.3126; 0.705386
12; 9; 37; 38.1722; 0.621851
13; 10; 37; 38.1934; 0.614187
14; 10; 37; 38.0758; 0.545961
15; 10; 37; 38.0811; 0.535995
16; 11; 37; 38.089; 0.535796
17; 11; 37; 37.9772; 0.489418
18; 11; 37; 37.9659; 0.490639
19; 11; 37; 37.9624; 0.487454
20; 11; 37; 37.9614; 0.489417
21; 12; 37; 37.9614; 0.486225
22; 12; 37; 37.8744; 0.446472
23; 12; 36; 37.8757; 0.441847
24; 12; 36; 37.755; 0.649781
25; 12; 36; 37.7482; 0.664728
26; 12; 36; 37.747; 0.662904
27; 13; 36; 37.7482; 0.661633
28; 14; 36; 37.5687; 0.621677
29; 15; 36; 37.4246; 0.588896
30; 16; 36; 37.3215; 0.545833
31; 16; 36; 37.2349; 0.505854
32; 17; 36; 37.2178; 0.503988
33; 18; 36; 37.1437; 0.471392
34; 19; 36; 37.0769; 0.440081
35; 19; 35; 37.0166; 0.413327
36; 19; 35; 36.9316; 0.52426
37; 20; 35; 36.9332; 0.528219
38; 21; 35; 36.7551; 0.589679
39; 22; 35; 36.6523; 0.562699
40; 22; 34; 36.557; 0.538045
41; 22; 34; 36.5045; 0.583651
42; 23; 34; 36.5065; 0.58275
43; 24; 34; 36.3539; 0.594364
44; 25; 34; 36.2281; 0.588351
45; 25; 34; 36.1238; 0.568703
46; 26; 33; 36.0933; 0.572909
47; 26; 33; 35.8956; 0.627289
48; 26; 33; 35.8766; 0.629275
49; 27; 33; 35.8835; 0.646884
50; 28; 33; 35.7548; 0.620288
51; 28; 33; 35.6219; 0.617812
52; 29; 33; 35.601; 0.619514
53; 29; 33; 35.504; 0.595598
54; 30; 33; 35.4604; 0.61809
55; 30; 32; 35.372; 0.597166
56; 31; 32; 35.3411; 0.620149
57; 31; 32; 35.1988; 0.625312
58; 32; 32; 35.2111; 0.641928
59; 32; 32; 35.0888; 0.636585
60; 32; 32; 35.0512; 0.666484
61; 32; 32; 35.0012; 0.700118
62; 33; 32; 34.9764; 0.711027
63; 33; 32; 34.8588; 0.694885
64; 33; 32; 34.8252; 0.713483
65; 33; 32; 34.7939; 0.725572
66; 34; 32; 34.7717; 0.729995
67; 34; 32; 34.6558; 0.726276
68; 34; 32; 34.6303; 0.73287
69; 35; 32; 34.6258; 0.73243
70; 35; 32; 34.5337; 0.713165
71; 36; 32; 34.5118; 0.717736
72; 37; 32; 34.4003; 0.728907
73; 37; 31; 34.3305; 0.707929
74; 37; 31; 34.287; 0.768782
75; 37; 31; 34.2439; 0.804406
76; 37; 31; 34.2394; 0.80583
77; 38; 31; 34.2207; 0.820424
78; 39; 31; 34.104; 0.808786
79; 40; 31; 34.008; 0.789505
80; 40; 31; 33.9179; 0.775688
81; 41; 31; 33.8996; 0.780421
82; 42; 31; 33.8077; 0.771868
83; 43; 31; 33.7322; 0.753829
84; 44; 31; 33.657; 0.736811
85; 44; 30; 33.5834; 0.72393
86; 44; 30; 33.5349; 0.788451
87; 44; 30; 33.5316; 0.788648
88; 44; 30; 33.5081; 0.799188
89; 44; 30; 33.5; 0.799665
90; 45; 30; 33.4797; 0.810116
91; 45; 30; 33.3704; 0.809806
92; 46; 30; 33.3509; 0.815275
93; 47; 30; 33.2608; 0.802133
94; 47; 30; 33.1848; 0.785874
95; 47; 29; 33.1783; 0.784976
96; 47; 29; 33.1371; 0.81693
