iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 8; 8; 0
2; 2; 6; 8; 0
3; 2; 6; 7; 0
4; 2; 6; 7.25; 0.25
5; 3; 6; 7.33333; 0.360702
6; 3; 6; 6.91667; 0.264572
7; 4; 6; 6.88571; 0.338166
8; 4; 6; 6.63542; 0.285072
9; 5; 6; 6.65079; 0.262774
10; 5; 6; 6.51; 0.219157
11; 6; 6; 6.51919; 0.204118
12; 6; 5; 6.40833; 0.182565
13; 6; 5; 6.19637; 0.492546
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 8; 8; 0
2; 2; 6; 8; 0
3; 2; 6; 6.83333; 0.235702
4; 3; 6; 6.625; 0.532429
5; 3; 6; 6.46667; 0.444143
6; 3; 6; 6.5; 0.402635
7; 3; 6; 6.52381; 0.377022
8; 4; 6; 6.54167; 0.357664
9; 5; 5; 6.38889; 0.26065
10; 5; 5; 5.98; 0.31213
iteration; levels; best; avg; dev
0; 1; 7; 0; 0
1; 1; 7; 7; 0
2; 2; 7; 7; 0
3; 3; 6; 7.16667; 0.235702
4; 3; 6; 6.58333; 0.389572
5; 3; 6; 6.57778; 0.450291
6; 3; 6; 6.61111; 0.473899
7; 3; 6; 6.5619; 0.47185
8; 3; 6; 6.56944; 0.475793
9; 4; 6; 6.5873; 0.48069
10; 4; 6; 6.44375; 0.363678
11; 4; 6; 6.47475; 0.339628
12; 4; 6; 6.52083; 0.369931
13; 4; 6; 6.49825; 0.375546
14; 5; 6; 6.51786; 0.374561
15; 6; 5; 6.41231; 0.296818
16; 6; 5; 6.08185; 0.316811
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 8; 8; 0
2; 2; 7; 8; 0
3; 3; 6; 7.5; 0
4; 3; 6; 6.66667; 0.455342
5; 3; 6; 6.7; 0.585114
6; 3; 6; 6.72222; 0.610157
7; 3; 6; 6.7381; 0.603337
8; 3; 6; 6.70833; 0.599769
9; 3; 6; 6.68519; 0.594901
10; 4; 6; 6.61111; 0.579042
11; 4; 6; 6.44886; 0.416902
12; 4; 6; 6.44583; 0.364249
13; 4; 6; 6.45385; 0.347294
14; 5; 6; 6.46071; 0.339395
15; 6; 5; 6.37333; 0.267136
16; 6; 5; 5.97014; 0.450021
iteration; levels; best; avg; dev
0; 1; 7; 0; 0
1; 1; 7; 7; 0
2; 2; 7; 8; 1
3; 2; 7; 7.5; 0.908248
4; 2; 7; 7.5; 0.807678
5; 3; 6; 7.5; 0.720067
6; 3; 6; 6.88889; 0.589607
7; 4; 6; 6.83333; 0.541377
8; 4; 6; 6.6; 0.382819
9; 4; 6; 6.58333; 0.331407
10; 5; 6; 6.57143; 0.307594
11; 5; 6; 6.475; 0.243624
12; 5; 6; 6.47222; 0.246707
13; 6; 6; 6.48462; 0.244179
14; 6; 5; 6.41234; 0.199912
15; 6; 5; 6.28056; 0.345857
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 2; 7; 8; 0
2; 2; 7; 7.25; 0.25
3; 3; 7; 7.33333; 0.360702
4; 4; 6; 7.25; 0.264572
5; 4; 6; 6.7625; 0.399396
6; 4; 6; 6.74167; 0.4427
7; 4; 6; 6.68452; 0.445414
8; 4; 6; 6.64732; 0.453576
9; 4; 6; 6.63889; 0.454126
10; 5; 6; 6.65694; 0.448194
11; 5; 6; 6.50909; 0.349225
12; 6; 6; 6.51364; 0.320121
13; 6; 6; 6.4359; 0.258664
14; 7; 5; 6.42582; 0.251512
15; 7; 5; 6.11854; 0.389532
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 8; 8; 0
2; 2; 7; 8; 0
3; 2; 7; 7.5; 0
4; 3; 7; 7.5; 0
5; 3; 7; 7.33333; 0
6; 4; 7; 7.33333; 0
7; 4; 7; 7.25; 0
8; 5; 7; 7.25; 0
9; 5; 7; 7.2; 0
10; 6; 6; 7.2; 0
11; 6; 5; 6.85363; 0.303847
12; 6; 5; 6.63333; 0.551683
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 8; 8; 0
2; 2; 7; 8; 0
3; 2; 7; 7.33333; 0.235702
4; 2; 7; 7.5; 0.471405
5; 3; 6; 7.4; 0.609868
6; 3; 6; 6.83333; 0.589486
7; 3; 6; 6.82143; 0.574118
8; 3; 6; 6.7; 0.643347
9; 3; 6; 6.71852; 0.654908
10; 4; 6; 6.73333; 0.648269
11; 4; 6; 6.53409; 0.479914
12; 4; 6; 6.54167; 0.431318
13; 4; 6; 6.52885; 0.417284
14; 4; 6; 6.51786; 0.411429
15; 4; 6; 6.525; 0.405809
16; 4; 6; 6.53125; 0.400445
17; 4; 6; 6.53676; 0.395344
18; 4; 6; 6.54167; 0.390503
19; 4; 6; 6.54605; 0.385911
20; 5; 5; 6.55; 0.381556
21; 5; 5; 6.15238; 0.39805
iteration; levels; best; avg; dev
0; 1; 7; 0; 0
1; 1; 7; 7; 0
2; 2; 7; 7; 0
3; 2; 7; 7.16667; 0.235702
4; 3; 6; 7.25; 0.367851
5; 3; 6; 6.8; 0.285916
6; 4; 6; 6.94444; 0.419107
7; 4; 6; 6.65476; 0.335566
8; 4; 6; 6.58333; 0.393567
9; 5; 6; 6.58234; 0.398062
10; 5; 6; 6.43; 0.326215
11; 6; 5; 6.4501; 0.317463
12; 6; 5; 6.12778; 0.405492
iteration; levels; best; avg; dev
0; 1; 8; 0; 0
1; 1; 8; 8; 0
2; 2; 7; 8; 0
3; 2; 7; 7.5; 0
4; 3; 7; 7.5; 0
5; 4; 6; 7.33333; 0
6; 4; 6; 6.875; 0.125
7; 5; 6; 6.83333; 0.149101
8; 5; 6; 6.73333; 0.204356
9; 5; 6; 6.70857; 0.208836
